State_Name,State_District_Name,VV_Children_Breastfed_Within_One_Hour_Of_Birth_Total,VV_Children_Breastfed_Within_One_Hour_Of_Birth_Rural,VV_Children_Breastfed_Within_One_Hour_Of_Birth_Urban,VV_Children_Aged_6_35_Months_Exclusively_Breastfed_For_At_Least_Six_Months_Total,VV_Children_Aged_6_35_Months_Exclusively_Breastfed_For_At_Least_Six_Months_Rural,VV_Children_Aged_6_35_Months_Exclusively_Breastfed_For_At_Least_Six_Months_Urban,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Water_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Water_Rural,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Water_Urban,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Animal_Formula_Milk_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Animal_Formula_Milk_Rural,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Animal_Formula_Milk_Urban,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Semi_Solid_Mashed_Food_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Semi_Solid_Mashed_Food_Rural,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Semi_Solid_Mashed_Food_Urban,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Solid_Adult_Food_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Solid_Adult_Food_Rural,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Solid_Adult_Food_Urban,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Vegetables_Fruits_Total,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Vegetables_Fruits_Rural,VV_Children_Who_Received_Foods_Other_Than_Breast_Milk_During_First_6_Months_Vegetables_Fruits_Urban,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Water_Total,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Water_Rural,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Water_Urban,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Animal_Formula_Milk_Total,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Animal_Formula_Milk_Rural,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Animal_Formula_Milk_Urban,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Semi_Solid_Mashed_Food_Total,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Semi_Solid_Mashed_Food_Rural,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Semi_Solid_Mashed_Food_Urban,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Solid_Adult_Food_Total,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Solid_Adult_Food_Rural,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Solid_Adult_Food_Urban,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Vegetables_Fruits_Total,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Vegetables_Fruits_Rural,VV_Average_Month_By_Which_Children_Received_Foods_Other_Than_Breast_Milk_Vegetables_Fruits_Urban
Uttar Pradesh,Ghazipur,29.26,29.43,26.77,22.4,22.48,21.28,60.86,60.81,61.62,57.7,57.77,56.57,17.33,16.94,23.23,6.69,6.6,8.08,15.99,15.85,18.18,2.8,2.81,2.57,3.25,3.27,2.98,6.23,6.25,5.87,9.13,9.15,8.89,6.71,6.71,6.79
Uttar Pradesh,Gonda,45.03,43.25,85.5,56.26,56.41,53.59,60.86,61.21,53,80.08,80.65,67,9.46,9.56,7,4.62,4.7,3,4.08,4.13,3,1.76,1.72,2.68,2.32,2.28,3.23,7.9,7.9,7.85,9.93,9.95,9.37,9.94,9.97,9.21
Uttar Pradesh,Gorakhpur,31.55,31.07,33.13,22.94,21.54,27.14,56.7,57.57,53.9,48.69,49.08,47.41,14.43,14.22,15.07,7.05,7.17,6.66,13.16,13.13,13.23,2.78,2.65,3.2,3.48,3.34,3.92,6.12,6.14,6.08,9.75,9.67,10,6.23,6.24,6.22
Uttar Pradesh,Hamirpur,65,65.8,60.96,15.78,15.22,18.65,82.52,83.16,79.28,62.99,62.05,67.71,14.06,13.93,14.7,9.96,9.93,10.12,9.65,9.46,10.6,1.99,1.99,2.01,3.73,3.82,3.26,7.55,7.66,7.01,9.6,9.71,9.07,10.06,10.19,9.42
Uttar Pradesh,Hardoi,59.4,57.91,69.52,46.68,49.2,29.77,52.94,50.99,66.1,58.6,58.46,59.54,11.67,11.42,13.39,6.33,6.34,6.27,6.91,6.76,7.98,3.28,3.29,3.2,3.76,3.74,3.87,7.67,7.67,7.68,9.5,9.48,9.7,9.72,9.71,9.8
Uttar Pradesh,Hathras,29.64,30.71,25.15,11.06,11.38,9.67,85.68,85.31,87.22,84.11,82.82,89.45,6.44,6.72,5.27,3.83,3.58,4.87,3.72,3.4,5.07,1.53,1.62,1.12,2.14,2.29,1.5,8.16,8.22,7.9,10.49,10.53,10.35,10.79,10.77,10.87
Uttar Pradesh,Jalaun,63.87,65.13,59.53,28.71,28.12,30.88,70.2,70.11,70.5,62.99,61.81,67.09,24.79,24.16,26.98,19.08,18.78,20.14,18.11,18.09,18.17,2.54,2.62,2.22,3.52,3.56,3.39,6.73,6.87,6.26,8.82,8.88,8.64,10.28,10.25,10.38
Uttar Pradesh,Jaunpur,35.55,35.46,NA,23.8,24.37,NA,42.96,41.52,NA,46.5,46.35,NA,14.8,14.38,NA,6.45,5.68,NA,13.83,13.38,NA,2.63,2.74,NA,3.52,3.57,NA,6.18,6.26,NA,9.47,9.63,NA,6.32,6.4,NA
Uttar Pradesh,Jhansi,75.31,72.15,79.4,34.62,34.22,35.11,60.89,62.36,58.98,62.25,63.08,61.18,14.59,14.12,15.19,10.15,9.72,10.72,8.04,8.32,7.67,2.92,2.77,3.13,3.87,3.78,3.99,7.04,7.04,7.04,8.55,8.55,8.55,9.53,9.49,9.59
Uttar Pradesh,Jyotiba Phule Nagar,33.24,34.12,30.04,10.37,10.24,10.84,83.05,83.63,80.92,71.26,71.86,69.08,6.81,7.29,5.04,5.72,5.96,4.82,2.79,3.02,1.97,2.18,2.13,2.36,3.1,3.06,3.26,7.93,7.98,7.75,9.7,9.71,9.67,10.25,10.19,10.43
Uttar Pradesh,Kannauj,33.59,33.98,31.89,11.02,10.5,13.53,79.57,80.05,77.48,78.62,79.23,75.98,13.72,13.76,13.54,6.26,6.45,5.43,6.25,6.27,6.14,2.26,2.24,2.35,2.55,2.51,2.71,7.25,7.24,7.3,9.59,9.56,9.71,10.24,10.25,10.2
Uttar Pradesh,Kanpur Dehat,60.1,60.79,NA,26.54,25.78,NA,67.43,68.1,NA,64.1,64.41,NA,10.29,10.75,NA,6.83,6.88,NA,5.11,5.34,NA,2.92,2.9,NA,3.57,3.58,NA,7.48,7.41,NA,9.5,9.42,NA,9.92,9.84,NA
Uttar Pradesh,Kanpur Nagar,54.71,63.06,51.31,26.87,23.47,28.4,72.33,73.27,71.95,63.58,61.74,64.32,12.52,12.36,12.59,8.27,7.24,8.69,7.14,6.36,7.46,2.68,2.8,2.63,3.67,3.84,3.61,7.52,7.54,7.51,9.84,10.08,9.73,10.14,10.3,10.08
Uttar Pradesh,Kaushambi,27.61,27.14,34.22,16.87,16.97,15.04,64.13,65.52,44.89,58.38,59.29,45.78,19.67,20.06,14.22,7.52,7.55,7.11,17.37,17.72,12.44,2.64,2.64,2.7,3.3,3.32,2.9,6.28,6.28,6.38,8.96,8.98,8.77,6.44,6.44,6.38
Uttar Pradesh,Kheri,57.64,56.65,77.78,23.38,22.84,33.83,75.96,76.35,67.9,69.89,70.35,60.49,13.81,13.95,11.11,6.84,6.72,9.26,5.63,5.55,7.41,2.74,2.72,3.17,3.25,3.23,3.78,7.36,7.38,7.07,11.87,12.05,8.26,11.41,11.54,8.79
Uttar Pradesh,Kushinagar,25.02,25.05,NA,14.57,14.43,NA,61.5,61.71,NA,65.05,64.9,NA,24.28,24.23,NA,14.31,14.02,NA,23.8,23.71,NA,2.5,2.5,NA,2.76,2.77,NA,5.64,5.65,NA,8.89,8.93,NA,5.71,5.73,NA
Uttar Pradesh,Lalitpur,70.46,69.21,82.27,38.76,36.5,58.82,61.61,63.85,40.39,57.31,58.47,46.31,15.04,15.54,10.34,10.58,10.97,6.9,10.29,10.7,6.4,3.49,3.47,3.73,4.46,4.47,4.34,7.06,7.09,6.79,9.17,9.22,8.67,9.8,9.85,9.28
Uttar Pradesh,Lucknow,52.35,53.33,51.35,27.46,27.94,26.97,69.42,70.71,68.1,66.41,67.35,65.45,14.44,13.79,15.11,11.28,11.89,10.65,10.33,10.75,9.89,2.83,2.8,2.85,3.5,3.49,3.51,7.35,7.35,7.35,9.16,9.22,9.09,9.69,9.73,9.65
Uttar Pradesh,Maharajganj,32.72,31.95,NA,17.27,17.46,NA,61.15,61.1,NA,56.94,56.88,NA,19.06,18.97,NA,7.53,7.3,NA,17.13,16.93,NA,2.4,2.39,NA,2.92,2.88,NA,5.97,6,NA,9.36,9.42,NA,6.07,6.1,NA
Uttar Pradesh,Mahoba,70.36,72.57,65.52,27.76,28.28,26.45,75.71,74.33,78.74,59.85,56.59,66.95,13.32,13.02,13.98,10.15,9.36,11.88,10.76,9.85,12.74,2.05,2.24,1.64,3.79,4.07,3.19,7.41,7.5,7.21,9.24,9.37,8.92,9.96,10.07,9.72
Uttar Pradesh,Mainpuri,33.81,33.04,37.77,14.33,12.58,22.47,77.04,78.05,71.83,73.47,74.54,67.9,7.76,7.57,8.73,4.12,4.16,3.93,3.76,3.73,3.93,2.43,2.33,2.93,3.13,3.06,3.47,7.74,7.78,7.5,10.29,10.41,9.7,10.6,10.73,9.95
Uttar Pradesh,Mathura,32.09,31.38,33.59,9.23,11.86,3.37,87.17,88.16,85.07,73.37,71.61,77.09,6.98,5.16,10.81,1.44,1.21,1.93,1.46,1.3,1.8,1.32,1.25,1.48,2.69,2.83,2.37,7.73,7.85,7.46,10.65,10.79,10.34,10.74,10.95,10.31
Uttar Pradesh,Mau,30.41,32.24,23.79,28.26,28.53,27.08,50.88,51.7,47.9,49.37,50.94,43.7,15.04,14.77,16.02,6.25,6.64,4.82,12.97,12.72,13.84,2.53,2.58,2.33,3.16,3.19,3.04,6.2,6.24,6.07,9.67,9.6,9.94,6.52,6.57,6.35
Uttar Pradesh,Meerut,25.14,23.27,28.05,12.79,11.42,14.96,80.69,81.72,79.09,63.77,64.03,63.38,9.97,10.01,9.92,8.21,9.31,6.5,7.51,8.89,5.35,2.53,2.46,2.65,3.79,3.81,3.76,7.53,7.6,7.43,9.5,9.58,9.38,10.04,10.16,9.87
Uttar Pradesh,Mirzapur,31.05,30.51,35.71,11.29,11.34,10.85,67.52,67.21,70.24,61.84,61.56,64.29,15.6,15.2,19.05,4.23,4.1,5.36,13.01,12.73,15.48,2.57,2.61,2.19,3.19,3.24,2.79,6.32,6.37,5.92,9.45,9.47,9.29,6.62,6.67,6.23
Uttar Pradesh,Moradabad,32.51,30.21,38.23,11.79,12.06,11.14,82.19,81.95,82.79,67.8,66.56,70.86,9.31,8.55,11.19,2.65,2.61,2.75,3.11,3.22,2.85,2.48,2.58,2.22,3.43,3.54,3.15,7.32,7.38,7.18,9.69,9.7,9.65,10.53,10.59,10.38
Uttar Pradesh,Muzaffarnagar,37.27,38.91,32.16,24.95,22.93,31.12,60.75,60.86,60.39,51.52,50.84,53.65,6.91,7.55,4.92,5.37,5.75,4.21,5.12,5.87,2.81,3.19,3.16,3.29,4.21,4.22,4.17,8.18,8.17,8.23,9.86,9.82,9.96,10.26,10.18,10.49
Uttar Pradesh,Pilibhit,40.06,39.09,46.15,31.94,30.33,42.79,57.01,56.74,58.65,55.68,55.87,54.49,8.61,8.71,8.01,4.85,4.15,9.29,4.76,4.39,7.05,3.76,3.79,3.56,4.15,4.16,4.1,7.73,7.75,7.58,9.77,9.77,9.72,10.26,10.21,10.58
Uttar Pradesh,Pratapgarh,39.39,39.39,39.36,18.97,19.01,18.31,60.4,59.98,69.15,59.3,58.65,72.87,15.28,14.79,25.53,6.12,6.06,7.45,12.88,12.38,23.4,2.34,2.32,2.58,2.82,2.82,2.85,6.32,6.33,6.27,10.2,10.2,10.2,6.63,6.64,6.41
Uttar Pradesh,Rae Bareli,62.76,63.28,54.88,50.84,49.55,69.72,51.82,52.83,36.59,68.44,68.57,66.46,7.58,7.91,2.44,2.04,2.06,1.83,1.43,1.53,0,2.65,2.61,3.33,3.78,3.8,3.49,7.78,7.75,8.32,11.16,11.23,10.16,11.44,11.56,9.75
Uttar Pradesh,Rampur,24.33,24.92,22.21,14.83,15.32,12.88,77.61,75.86,83.94,67.75,65.94,74.3,9.3,8.06,13.83,3.33,3.44,2.93,4.2,4.09,4.61,2.75,2.88,2.28,3.23,3.32,2.91,7.66,7.7,7.51,9.64,9.7,9.43,10.59,10.58,10.61
Uttar Pradesh,Saharanpur,40.69,38.77,48.31,27.26,28.12,23.95,68.33,68.2,68.81,55.13,54.96,55.79,7.19,6.89,8.38,2.06,2.05,2.14,2.08,2.07,2.14,3.02,3.02,3.01,4.04,4.06,3.96,7.96,7.95,7.96,10,10.04,9.82,10.35,10.39,10.2
Uttar Pradesh,Sant Kabir Nagar,27.93,27.47,NA,12.33,11.84,NA,65.61,65.9,NA,59.28,59.94,NA,19.99,20.27,NA,12.62,12.89,NA,19.76,20.06,NA,2.28,2.25,NA,2.76,2.7,NA,5.61,5.56,NA,9.2,9.17,NA,5.7,5.65,NA
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),43.04,43.7,37.16,24.65,23.8,32.9,59.18,59.8,53.64,59.89,60.37,55.56,19.04,19.37,16.09,11.76,12.09,8.81,16.18,16.58,12.64,1.86,1.84,2.07,2.66,2.64,2.83,5.66,5.66,5.64,8.3,8.27,8.6,6.29,6.24,6.76
Uttar Pradesh,Shahjahanpur,41.23,39.97,49.39,9.13,8.52,12.83,78.27,79.53,70.04,72,73.83,60.12,6.88,7.22,4.66,5.57,6.02,2.63,4.31,4.5,3.04,2.54,2.49,2.91,2.9,2.79,3.58,7.65,7.61,7.91,10.03,10.01,10.16,10.13,10.15,10
Uttar Pradesh,Shrawasti,14.85,14.73,NA,13.76,13.95,NA,68.68,68.46,NA,59.76,59.63,NA,21.58,21.42,NA,7.28,7.24,NA,20.14,19.97,NA,2.43,2.44,NA,2.71,2.71,NA,5.85,5.86,NA,9.4,9.4,NA,5.95,5.97,NA
Uttar Pradesh,Siddharthnagar,21.6,21.42,NA,10.11,9.99,NA,68.11,68.15,NA,58.89,58.92,NA,19.43,19.58,NA,6,6.08,NA,17.08,17.18,NA,2.2,2.18,NA,2.91,2.89,NA,6.03,6.02,NA,9.32,9.31,NA,6.18,6.17,NA
Uttar Pradesh,Sitapur,54.94,56.03,43.91,23.77,24.15,19.7,70.25,69.86,74.17,69.29,69.24,69.74,17.53,17.48,18.08,12.39,12.51,11.07,12.83,12.78,13.28,2.94,2.99,2.46,4.53,4.61,3.79,7.22,7.21,7.28,10,10.04,9.63,10.4,10.5,9.5
Uttar Pradesh,Sonbhadra,22.25,22.37,20.81,17.92,17.41,25,56.85,57.45,49.66,54.53,54.77,51.68,16.96,17.6,9.4,6,6.23,3.36,13.32,13.71,8.72,3.72,3.77,2.97,3.65,3.69,3.13,6.11,6.08,6.42,9.08,9.05,9.47,6.78,6.73,7.39
Uttar Pradesh,Sultanpur,64.05,65.04,NA,25.35,24.57,NA,74.79,75.39,NA,69.09,68.84,NA,12.81,12.9,NA,7.33,7.48,NA,6.71,6.79,NA,2.63,2.65,NA,3.25,3.27,NA,8.03,7.99,NA,10.07,10.04,NA,10.32,10.29,NA
Uttar Pradesh,Unnao,51.72,50.58,58.17,23.95,22.96,29.86,70.66,70.92,69.21,63.02,64.07,57.11,15.7,14.09,24.84,12.2,11.95,13.59,10.87,10.58,12.53,3.24,3.3,2.89,3.72,3.7,3.8,7.55,7.67,6.86,9.49,9.49,9.44,9.99,10,9.93
Uttar Pradesh,Varanasi,26.43,27.34,25.17,15.5,14.63,16.75,66.88,67.37,66.2,62.65,62.28,63.17,15.78,14.92,16.97,4.09,2.84,5.83,13.93,13.29,14.83,2.6,2.65,2.53,3.16,3.23,3.06,6.3,6.35,6.23,9.56,9.64,9.45,6.53,6.66,6.37
Uttarakhand,Almora,81.67,82.5,66.05,37.42,37.08,44.44,61.94,62.13,58.3,58.05,58.23,54.61,10.16,10.25,8.49,2.21,2.21,2.21,4.5,4.49,4.8,4.15,4.17,3.9,4.27,4.28,4,6.3,6.31,6.2,8.15,8.17,7.91,7.05,7.05,7
Uttarakhand,Bageshwar,70.95,71.63,52.68,21.92,21.94,21.3,77.72,77.95,71.43,75.04,75.07,74.11,11.08,11.03,12.5,1.1,1.11,0.89,5.81,5.79,6.25,3.27,3.27,3.2,3.4,3.41,3.21,6.19,6.19,6.24,8.48,8.48,8.52,6.86,6.87,6.63
Uttarakhand,Chamoli,90.02,90.92,83.47,53.29,53.27,53.5,47.57,47.38,48.97,47.6,47.45,48.76,13.72,14.42,8.68,5.05,5.22,3.82,6.75,7.09,4.24,4.73,4.78,4.37,4.78,4.84,4.39,6.07,6.07,6.11,7.76,7.75,7.82,6.83,6.83,6.81
Uttarakhand,Champawat,66.99,65.57,75.81,53.49,52.31,61.08,47.88,49.01,40.86,48.62,49.53,43.01,8.1,8.89,3.23,0.82,0.69,1.61,3.49,4.06,0,4.49,4.49,4.46,4.51,4.53,4.4,6.31,6.3,6.37,8.75,8.75,8.76,6.98,6.91,7.47
Uttarakhand,Dehradun,52.91,55.51,50.52,50.48,51.1,49.89,38.89,37.98,39.73,49.94,46.78,52.86,11.79,10.25,13.2,7.23,6.28,8.1,8.14,6.71,9.46,3.8,3.94,3.67,3.82,4.11,3.55,5.98,6.12,5.86,8.07,8.12,8.03,7.63,7.76,7.5
Uttarakhand,Haridwar,41.61,40.12,45.1,29.99,29.36,31.34,42.52,37.42,54.48,49.15,44.98,58.96,8.99,7.32,12.9,4.35,4.03,5.12,4.87,4.63,5.44,3,3.19,2.62,3.37,3.44,3.22,6.52,6.67,6.22,8.21,8.2,8.24,8.1,8.14,8.02
Uttarakhand,Nainital,67.96,71.33,62.26,33.62,35.28,30.74,64.32,63.35,65.96,60.52,58.45,64.01,9.07,10.4,6.83,3.01,3.42,2.32,7.37,8.84,4.89,3.8,3.96,3.54,4.05,4.18,3.82,6.27,6.21,6.36,8.08,8.08,8.08,6.87,6.85,6.89
Uttarakhand,Pauri Garhwal,76.36,77.98,65.37,30.44,31.15,25.55,52.17,51.25,58.34,57.42,57.1,59.6,16.45,16.29,17.57,11.03,11.19,9.91,12.43,12.26,13.55,2.95,3.04,2.38,3.71,3.76,3.42,5.79,5.81,5.68,7.66,7.58,8.17,6.78,6.78,6.77
Uttarakhand,Pithoragarh,79.83,81.71,68.64,43.57,43.29,45.28,56.22,56.41,55.07,54.43,54.74,52.57,5.28,5.3,5.15,0.51,0.5,0.62,2.57,2.38,3.74,4.5,4.48,4.65,4.58,4.55,4.75,6.37,6.34,6.54,8.62,8.6,8.73,6.89,6.89,6.85
Uttarakhand,Rudraprayag,90.81,90.88,NA,43.21,43.2,NA,57.64,57.63,NA,56.98,56.98,NA,7.96,7.92,NA,2.31,2.3,NA,4.6,4.61,NA,4.04,4.04,NA,4.2,4.2,NA,6.22,6.22,NA,8.01,8.01,NA,6.88,6.88,NA
Uttarakhand,Tehri Garhwal,74.09,76.31,56.55,33.79,33.66,34.78,46.3,45.83,49.94,49.58,48.95,54.54,12.42,12.03,15.45,6.81,6.84,6.61,7.52,7.32,9.07,3.7,3.72,3.56,3.94,3.95,3.87,6.21,6.22,6.11,8.1,8.1,8.05,7.72,7.71,7.83
Uttarakhand,Udham Singh Nagar,63.59,63.42,64.01,32.86,35.39,26.37,69.79,67.5,75.52,67.86,65.67,73.35,10.51,9.92,12,3.51,3.11,4.51,5.19,4.5,6.92,2.83,3.03,2.35,3.17,3.36,2.7,6.39,6.43,6.28,8.12,8.22,7.87,7.29,7.31,7.24
Uttarakhand,Uttarkashi,78.6,79.48,70.74,41.26,38.87,61.8,40.91,42.13,30,47.39,47.68,44.81,7.94,8.32,4.44,4.59,4.9,1.85,4.32,4.59,1.85,4.25,4.23,4.45,4.14,4.16,3.93,6.4,6.39,6.4,7.74,7.69,8.22,7.67,7.64,7.93

